id,EAP,HPL,MWS
id22308,0.4524215,0.027060164,0.52051836
id06536,0.0015167235,0.0009212782,0.99756205
id19797,0.16331898,0.6964034,0.14027758
id06332,0.69194764,0.12963341,0.17841892
id22941,0.1540997,0.14269996,0.70320034
id13547,0.06435764,0.055422988,0.8802194
id06928,0.0014282052,0.00017213132,0.9983997
id12521,0.7110536,0.21812631,0.07082004
id25716,0.94490474,0.013572167,0.041523084
id27116,0.00059057097,6.741565e-05,0.999342
id19941,0.0042096865,0.9902256,0.0055646673
id05711,0.0010211299,9.3973824e-05,0.99888486
id02097,0.0046066064,0.0049084583,0.99048495
id03563,0.0003888797,0.999469,0.00014214234
id02295,0.6206912,0.2898039,0.08950492
id08179,0.99957997,7.675938e-05,0.00034331423
id05332,0.017605111,0.9560626,0.02633229
id15697,0.8801355,0.012916417,0.10694817
id17026,0.15406632,0.029002598,0.8169311
id04243,0.9230539,0.07190623,0.005039804
id13175,0.9954234,0.0041800034,0.0003966217
id05387,0.98680204,0.0056073107,0.007590668
id19989,0.9893454,0.0037705943,0.006883971
id25173,0.14973576,0.0105561605,0.8397081
id08925,0.004537787,0.9947802,0.0006820651
id03034,0.0043239505,0.9937757,0.0019002715
id13272,0.000119492885,0.9998203,6.019044e-05
id07956,0.88566923,0.008460783,0.10586999
id02648,0.01005011,0.0018738116,0.9880761
id01778,0.041440092,0.0060826135,0.9524772
id12846,0.006612564,0.005606289,0.98778117
id19001,0.09587999,0.016232409,0.88788754
id05763,0.93166447,0.015959615,0.052375898
id15590,0.0012161162,7.478985e-05,0.9987091
id04912,0.4690994,0.30476955,0.22613113
id21201,0.91919154,0.03793658,0.042871855
id13215,0.98307055,0.003057041,0.013872365
id15612,0.15447119,0.8415065,0.0040223096
id18501,0.019629575,0.0070253587,0.97334504
id07223,0.87773776,0.062654115,0.0596082
id06707,0.37455058,0.41812876,0.20732066
id05238,0.00012559016,0.99981314,6.1353276e-05
id00935,0.01685479,0.016419377,0.9667259
id00110,0.83531165,0.0043390067,0.1603494
id17476,0.98879623,0.007856344,0.003347403
id15170,0.9948756,0.003096062,0.002028292
id13397,0.21926558,0.17433177,0.60640264
id24283,0.86338025,0.0166733,0.11994637
id15234,0.9447193,0.043433882,0.011846745
id16884,0.6583882,0.28083047,0.060781315
id07831,0.34810126,0.5618575,0.090041235
id16038,0.9558516,0.031388618,0.01275981
id03629,0.8271324,0.085876115,0.086991474
id21019,0.8299444,0.09353759,0.07651807
id21835,0.44255018,0.16289069,0.3945591
id04480,0.00032711297,0.9994086,0.00026426048
id20838,0.1541754,0.8282553,0.017569307
id24195,0.7632045,0.026118198,0.21067733
id05448,0.92032534,0.06580134,0.013873364
id15957,0.10694415,0.8842714,0.008784411
id19956,0.03020392,0.0009776301,0.9688185
id15104,0.010311384,0.028156733,0.9615319
id17559,0.88763756,0.070423186,0.041939307
id16839,0.107789226,0.65343887,0.2387719
id14493,0.7010063,0.015602471,0.2833912
id08833,0.7298656,0.066655554,0.20347886
id15723,0.06270588,0.03733406,0.8999601
id02716,0.99605644,0.002426699,0.0015169191
id06689,0.0051291906,0.99126667,0.0036041194
id18837,0.3836363,0.013135054,0.6032287
id04466,0.98014796,0.0072497753,0.012602295
id00686,0.96314484,0.0014958449,0.03535939
id09010,0.022357011,0.9759253,0.0017176727
id23353,0.9849829,0.0065175174,0.0084996065
id00066,0.8147062,0.1716181,0.013675691
id15724,0.015129571,0.9815254,0.0033450625
id23486,0.034699418,0.0015010894,0.9637995
id22258,0.015029079,0.0072785676,0.9776923
id02292,0.84105426,0.078160286,0.0807855
id16356,0.13584493,0.023554722,0.8406003
id00235,0.8825631,0.0917653,0.025671605
id25522,0.03195934,0.0036610335,0.9643796
id04204,0.008517287,0.9897031,0.0017796002
id22016,0.6315727,0.090572864,0.2778544
id06480,0.009331676,0.98795205,0.0027162386
id08718,0.04263964,0.0010568453,0.9563035
id05251,0.00029970845,0.9994824,0.00021782328
id03359,0.7668095,0.09354066,0.13964982
id16117,0.063284166,0.0035760347,0.93313986
id17000,0.0007056228,0.9988323,0.0004620985
id01730,0.0011460354,0.99874,0.00011402052
id00630,0.7820298,0.1879086,0.030061547
id18175,0.11502455,0.0032667278,0.88170874
id00907,0.8758532,0.08694367,0.037203193
id18251,0.0004393989,0.9993818,0.00017883246
id25861,0.64917594,0.23760112,0.113222934
id00398,0.8650082,0.040610384,0.09438144
id27573,0.99552923,0.0013735085,0.0030972129
id10022,0.007787691,0.8849632,0.10724913
id15901,0.0041190377,0.00015642626,0.99572456
id00451,0.012751905,0.008279895,0.9789682
id23129,0.010157287,0.9890308,0.0008119333
id26498,0.039939445,0.94410414,0.015956428
id14741,0.14936104,0.7735885,0.07705042
id18453,0.2819518,0.07357494,0.64447325
id08309,0.840409,0.12804396,0.031547092
id00320,0.99838936,0.00088985544,0.00072082144
id07688,0.16506073,0.07552361,0.7594157
id01556,0.009616469,0.0132405395,0.97714293
id00178,0.15326717,0.006164234,0.8405686
id18902,0.00616356,0.005183159,0.98865324
id27002,0.6068593,0.31019628,0.08294436
id21418,0.9987582,0.00072960753,0.00051214936
id23018,0.4460071,0.11510919,0.43888372
id07032,0.7868959,0.0711267,0.14197749
id16195,0.64932144,0.019877288,0.33080134
id11202,0.21101461,0.7779547,0.011030619
id09578,0.7457231,0.042088326,0.21218854
id26984,0.8172064,0.063670956,0.1191227
id19856,0.00037011463,0.99933773,0.00029213715
id12086,0.7255802,0.025827996,0.24859177
id12052,0.015701914,0.015466994,0.9688311
id17728,0.00085709296,0.00018777642,0.99895513
id24608,0.7027745,0.1014281,0.1957974
id21097,0.10372391,0.013212154,0.883064
id20179,0.0019313315,0.00057427457,0.99749446
id15144,0.7258386,0.15106957,0.12309182
id00206,0.97330666,0.00758017,0.019113109
id22285,0.0030946413,0.0009083789,0.99599695
id06417,0.1248989,0.7471944,0.12790667
id00215,0.014087387,0.9854693,0.00044329558
id04201,0.1457545,0.015775658,0.8384698
id21771,0.9707685,0.020545393,0.008686018
id12451,0.033814874,0.29505882,0.6711263
id14250,0.044174034,0.70679635,0.24902968
id03433,0.01310562,0.9860532,0.00084116636
id03303,0.17863508,0.015974002,0.80539095
id25901,0.064368896,0.86855704,0.06707409
id06945,0.3670269,0.002582176,0.63039094
id05664,0.5813896,0.19406639,0.22454399
id05741,0.99665123,0.0028150363,0.00053380046
id10652,0.88933617,0.019087363,0.09157654
id16300,0.9941732,0.0026287353,0.0031980448
id12319,0.82841235,0.107943475,0.06364417
id07500,0.006260838,0.99274397,0.0009951738
id12478,0.78747964,0.08661448,0.12590589
id03076,0.034992997,0.0068172994,0.9581897
id00969,0.1392617,0.72971106,0.1310272
id23636,0.016182726,0.9503727,0.03344463
id09791,0.038402762,0.014684137,0.94691306
id05680,0.023563936,0.7511887,0.22524738
id03672,0.004737015,0.99098396,0.004278977
id04286,0.0055024433,0.98876894,0.005728622
id23883,0.0010767687,0.008412745,0.9905105
id11914,0.4828869,0.032007225,0.48510587
id20974,0.0029623155,0.99686253,0.0001751426
id26125,0.023861915,0.0016886045,0.9744495
id15543,0.6900131,0.10964809,0.20033878
id19471,0.9961278,0.0029815426,0.00089073
id11503,0.95709264,0.02127555,0.021631818
id09321,0.040880397,0.9111452,0.04797434
id25560,0.0015676579,0.0005593728,0.99787295
id06726,0.4318424,0.09344481,0.47471285
id05709,0.9958668,0.0009557553,0.0031774552
id09788,0.23678067,0.30151555,0.4617038
id05289,0.99767,0.0009124657,0.0014175455
id11815,0.0043268283,0.99393904,0.0017341638
id22422,0.75448895,0.1014043,0.14410673
id25954,0.92499334,0.019694235,0.055312414
id13601,0.89331484,0.068064734,0.038620416
id05677,0.88962674,0.005105859,0.105267435
id10498,0.005804586,0.99376774,0.00042773935
id02665,0.27288246,0.6271396,0.09997797
id10114,0.088711485,0.8329569,0.078331634
id26314,0.8375196,0.113420315,0.049060114
id21240,0.5585325,0.12761208,0.3138554
id15569,0.92366546,0.05971421,0.016620317
id25928,0.1345236,0.012214173,0.85326225
id22706,0.010731259,0.98777497,0.0014937383
id20877,0.0053322283,0.98620564,0.00846211
id04318,0.7771643,0.06330836,0.15952738
id18299,0.14471585,0.57449806,0.2807861
id08126,0.008187438,0.0006267922,0.9911857
id14293,0.27716857,0.006780926,0.7160505
id12759,0.9978835,0.00065693137,0.001459562
id11983,0.69307035,0.097468324,0.20946135
id05580,0.2692081,0.5218378,0.20895414
id25846,0.42701647,0.29922614,0.27375737
id01939,0.588003,0.10245619,0.30954084
id26327,0.33861268,0.15234599,0.50904137
id11068,0.006047796,0.00028451098,0.99366766
id08404,0.9948639,0.0012867486,0.0038493825
id27189,0.6649521,0.3192952,0.01575274
id15119,0.0018771235,0.99189574,0.006227201
id26525,0.98233277,0.011977818,0.0056893844
id03618,0.40210596,0.5689149,0.028979149
id27220,0.9977884,0.00087672955,0.0013348223
id18777,0.04070608,0.00291867,0.95637524
id20213,0.7984774,0.1543599,0.04716268
id20403,0.83404046,0.14057674,0.025382787
id03777,0.04934051,0.03251007,0.9181494
id10595,0.00071126444,0.99901843,0.00027031693
id13816,0.2333628,0.009249089,0.7573881
id05667,0.0042867744,0.02477845,0.97093475
id24629,0.63063115,0.013350716,0.35601813
id20398,0.19188555,0.37651828,0.43159616
id14108,0.0019495821,0.00043253246,0.9976179
id06196,0.00033484245,0.9995745,9.070312e-05
id02800,0.5247084,0.4116,0.0636916
id18732,0.0057909563,0.9900401,0.004168938
id11915,0.015964434,0.9737496,0.01028606
id09739,0.94926333,0.027370166,0.023366477
id24672,0.982343,0.0150854485,0.0025715057
id00414,0.0068813,0.0005762411,0.9925425
id16307,0.9814528,0.009805145,0.008742009
id14043,0.6613985,0.0038262764,0.33477527
id00517,0.0058645946,0.0004239679,0.9937115
id09744,0.98014647,0.019566936,0.0002866245
id19257,0.98386616,0.009980049,0.0061537772
id15437,0.27480358,0.71742374,0.007772743
id16352,0.052600887,0.01613029,0.9312688
id18849,0.6919652,0.068018526,0.24001625
id19434,0.00014691165,0.999808,4.5091783e-05
id17928,0.18245153,0.032638773,0.7849097
id16896,0.021302266,0.00065376866,0.978044
id02135,0.15350156,0.34937206,0.4971263
id15075,0.9916608,0.004650108,0.0036891128
id27486,0.0010340102,0.9981091,0.00085682573
id19422,0.9765389,0.02171669,0.001744436
id09603,0.028295202,0.95370173,0.018002996
id02133,0.016956924,0.97744703,0.005596065
id03441,0.54449505,0.012638903,0.4428661
id02398,0.00016284338,0.9996619,0.000175204
id05152,0.09462617,0.0056234524,0.89975035
id17838,0.7077996,0.0058722533,0.28632817
id25060,0.99801445,0.0017761023,0.00020939467
id09998,0.05058588,0.014843848,0.93457025
id01828,0.015236682,0.9300213,0.054742053
id25377,0.2128926,0.036835164,0.7502723
id22175,0.008910259,0.9901653,0.00092449685
id02974,0.016617708,0.013853473,0.96952885
id26955,0.9965586,0.002989975,0.00045137177
id21091,0.9573284,0.013535287,0.029136393
id12802,0.9220721,0.07405415,0.003873786
id07432,0.001524362,0.99627906,0.0021965345
id18749,0.005040793,0.99035347,0.0046056937
id15030,0.0026518037,0.00810047,0.98924774
id17155,0.00040051911,0.99927074,0.0003287098
id08128,0.0005007754,0.9955662,0.0039329673
id25706,0.00024707627,0.99933285,0.00042005724
id15645,0.9610704,0.02456017,0.014369442
id04943,0.9633831,0.021647645,0.014969328
id27566,0.00927145,0.000505878,0.9902227
id11765,0.33619148,0.2562418,0.4075667
id13783,0.42263433,0.43896237,0.13840328
id00492,0.004729811,0.0053391512,0.989931
id27636,0.024388345,0.0021708987,0.9734407
id04273,0.99202126,0.0049839257,0.0029947849
id02537,0.116266936,0.035779122,0.8479539
id24349,0.992002,0.006731093,0.0012669169
id00023,0.0014753776,0.9977818,0.00074283744
id23025,0.10136083,0.88390684,0.014732368
id08722,0.96479887,0.023019949,0.012181205
id02420,0.99873155,0.0010280833,0.00024035238
id10811,0.9838558,0.011235631,0.0049085864
id04019,0.0047924505,0.0010307938,0.99417675
id18334,0.98883355,0.009014373,0.0021521198
id16781,0.7723109,0.1695698,0.05811928
id08773,0.060389288,0.93133664,0.008274033
id19214,0.50845,0.3842773,0.10727273
id09589,0.00047240974,0.9989305,0.00059703016
id24246,0.94814783,0.016405093,0.03544713
id23577,0.73210555,0.26547575,0.0024187618
id09305,0.90069234,0.058266338,0.041041326
id16460,0.25086552,0.033777665,0.7153568
id21115,0.47548622,0.05073724,0.47377658
id25996,0.8794296,0.05503508,0.06553531
id02551,0.0013191707,0.0005930092,0.9980878
id19352,0.0026528963,8.536891e-05,0.99726176
id03806,0.09682148,0.021151623,0.8820269
id26544,0.7234637,0.0919837,0.18455258
id18761,0.98936546,0.005575212,0.0050593154
id24148,0.034134313,0.96515554,0.0007101075
id16095,0.046000823,0.94425195,0.009747183
id18442,0.64218295,0.14198206,0.21583498
id22596,0.0005412145,0.00031509224,0.9991437
id23002,0.08734443,0.0035531833,0.90910244
id04797,0.9973149,0.0012691824,0.0014159494
id06610,0.07693787,0.0021213565,0.92094076
id16173,0.5706501,0.215417,0.21393286
id18292,0.059471216,0.034005813,0.9065229
id27328,0.99518245,0.0024779516,0.0023395878
id01695,0.0041617407,0.99403894,0.0017993463
id05761,0.77732885,0.0055675465,0.2171036
id16354,0.98638505,0.010227439,0.0033875764
id12207,0.033099685,0.56105226,0.405848
id05665,0.10980007,0.00067742803,0.8895225
id01911,0.98393273,0.01375701,0.0023102206
id19153,0.022823581,0.0026655812,0.97451085
id10295,0.5713991,0.26964182,0.1589591
id23038,0.55138505,0.27396104,0.1746539
id23783,0.051170144,0.94703877,0.0017910938
id27879,0.84580666,0.14383835,0.010355003
id19190,0.0011049345,0.9987556,0.00013952728
id05065,0.97120035,0.017242104,0.011557512
id21296,0.04507923,0.94272083,0.012199992
id13262,0.19969013,0.2593928,0.5409171
id10333,0.98386174,0.006976155,0.009162129
id16677,0.036874305,0.94710857,0.016017087
id01392,0.26798147,0.082134284,0.6498842
id27874,0.77008754,0.17282629,0.057086185
id02294,0.026711421,0.9495524,0.023736127
id18298,0.0010051917,0.0038468535,0.995148
id06997,0.9974718,0.00030475133,0.002223471
id05243,0.5682603,0.031074656,0.40066501
id00860,0.0019704439,0.9938881,0.004141516
id26681,0.9985531,0.00078695,0.00065995473
id06020,0.0062931813,0.00055802264,0.99314874
id27683,0.65164995,0.15396066,0.19438942
id17655,0.00054400746,0.99903405,0.0004219396
id08817,0.016227363,0.01206911,0.9717036
id11512,0.004770425,0.0062115416,0.9890181
id00478,0.4373649,0.012185701,0.5504494
id02116,0.9881628,0.0025304505,0.009306744
id06746,0.9941783,0.003703727,0.0021179996
id03863,0.6768939,0.15827031,0.1648358
id01802,0.009190871,0.9845069,0.0063022166
id11682,0.7882286,0.05260821,0.15916324
id04033,0.0025529214,0.98750246,0.009944629
id09286,0.06808869,0.74102885,0.1908825
id12904,0.99904746,0.00047580863,0.000476695
id07420,0.0007060729,0.0031492922,0.99614465
id22398,0.00011076612,0.9996985,0.00019074566
id00424,0.038617276,0.009071184,0.9523116
id20960,0.9965474,0.0016698148,0.0017827757
id10267,0.05300278,0.92434454,0.022652641
id19330,0.38395837,0.0032370875,0.61280453
id00994,0.002086216,0.9971976,0.00071615767
id10785,0.80723053,0.057304516,0.13546501
id00955,0.063936904,0.90290815,0.033154957
id09757,0.0010065367,0.9988243,0.00016914359
id10030,0.16172832,0.015345479,0.8229262
id22952,0.07624134,0.10483987,0.8189188
id21955,0.0006587932,0.00055159815,0.9987896
id07674,0.59864897,0.10917835,0.29217273
id13760,0.0052287336,0.9944125,0.00035882878
id18166,0.99092066,0.0006300558,0.008449273
id23498,0.90573746,0.09139009,0.0028723974
id05296,0.99460864,0.004420963,0.00097034156
id26709,0.9922909,0.005539119,0.0021699425
id02853,0.9725729,0.021504221,0.0059228595
id06800,0.33894673,0.15579721,0.50525606
id14758,0.1351068,0.854307,0.010586239
id12356,0.9894114,0.008046301,0.0025422473
id21492,0.89084584,0.079256974,0.029897235
id27540,0.40500972,0.008030773,0.58695954
id07376,0.044217777,0.8828912,0.07289104
id15201,0.4303981,0.5588267,0.010775157
id23388,0.0053735,0.99319357,0.0014329967
id13923,0.005831619,0.9931363,0.0010320795
id00794,0.0043853763,0.99324775,0.0023668795
id23910,0.20726229,0.021815127,0.77092254
id02556,0.0879474,0.03184904,0.8802036
id22151,0.00030663144,0.99937904,0.00031433228
id11698,0.024734369,0.92792416,0.04734144
id11627,0.5598946,0.11136175,0.32874364
id06340,0.9972209,0.0021718082,0.0006073145
id05123,0.9156306,0.01575331,0.06861609
id26620,0.0015173275,0.00066224515,0.9978204
id04002,0.02107723,0.15906246,0.8198603
id26554,0.20729363,0.43973887,0.3529675
id18012,0.03619516,0.0041245604,0.9596803
id12964,0.32068476,0.015926303,0.6633889
id18965,0.00842849,0.94597286,0.045598693
id19082,0.0016041935,0.00095436873,0.9974414
id26742,0.004659224,0.0005550795,0.9947857
id15442,0.033499286,0.95666,0.009840688
id16647,0.57157654,0.06479572,0.36362773
id11544,0.08701706,0.011882843,0.90110016
id20581,0.47683737,0.10321177,0.41995087
id13192,0.126502,0.08963892,0.7838591
id15814,0.3250808,0.13750707,0.53741217
id26279,0.008767514,0.98917085,0.0020616828
id00240,0.98580325,0.010356935,0.0038398034
id22836,0.9978574,0.0005126998,0.0016299192
id15085,0.011229484,0.9567946,0.03197583
id17495,0.5009006,0.02795742,0.471142
id26762,0.7285275,0.04935433,0.22211821
id13685,0.9987638,0.00047218002,0.0007640972
id16560,0.0019775017,0.99757546,0.0004470978
id17184,0.0017841799,0.9979931,0.0002227538
id21635,0.9975274,0.0006068729,0.0018657469
id26751,0.8032744,0.06184439,0.1348812
id12351,0.9859605,0.0015688176,0.012470663
id14872,0.50947154,0.37287083,0.117657624
id18372,0.84852165,0.13907339,0.012404975
id26851,0.69108564,0.23438808,0.07452629
id22659,0.69808763,0.30014366,0.0017686916
id04102,0.0018516218,0.00037668025,0.9977717
id02353,0.0024264285,0.9971438,0.0004297911
id26721,0.99695385,0.00044225826,0.0026038885
id11171,0.873699,0.017023494,0.10927751
id13562,0.7453519,0.18688802,0.06776002
id26425,0.74488705,0.043816112,0.21129683
id26394,0.5975863,0.010204112,0.39220956
id22187,0.6736127,0.19304284,0.13334444
id00422,0.99961495,0.0001088139,0.0002762037
id22667,0.0031528084,0.9932989,0.0035483136
id00911,0.9216162,0.05076742,0.027616363
id17291,0.08746201,0.016250484,0.89628744
id01915,0.086003564,0.15622178,0.75777465
id01434,0.05551605,0.008133078,0.9363508
id01584,0.6916964,0.047852267,0.26045126
id09266,0.9925,0.0054886374,0.002011312
id17494,0.0016702397,0.998106,0.0002237762
id24919,0.4348363,0.18000263,0.3851611
id21043,0.038306672,0.00083771715,0.96085566
id17796,0.0005824809,0.9992397,0.00017781665
id02166,0.2825121,0.0017809822,0.7157069
id17503,0.99366415,0.0030575674,0.0032783067
id21203,0.6965495,0.04209676,0.2613538
id25626,0.9996567,0.00015535181,0.0001880214
id09836,0.99636,0.0032540297,0.00038594933
id24202,0.019215247,0.044165406,0.93661934
id27260,0.7165868,0.09849773,0.18491548
id23167,0.00067165226,0.00043572282,0.9988926
id10393,0.009324201,0.98402786,0.006647989
id01171,0.34694132,0.6358001,0.01725858
id06380,0.9824531,0.0048291367,0.012717761
id22686,0.12980215,0.0050633927,0.8651344
id26250,0.10902449,0.0039042917,0.88707125
id09315,0.19071335,0.6241385,0.18514825
id00886,0.031692896,0.9128873,0.055419862
id03101,0.9759227,0.008733268,0.015344087
id12367,0.8672797,0.009625809,0.12309445
id10770,0.82450503,0.017143609,0.15835135
id14949,0.0022267946,0.9967218,0.0010513628
id14141,0.11713548,0.8343224,0.048542146
id25417,0.051040325,0.9287815,0.02017814
id26873,0.8796217,0.0859344,0.034443915
id10818,0.4674273,0.03963505,0.4929376
id15146,0.79062045,0.014467012,0.19491254
id23328,0.80296034,0.19439222,0.0026473922
id16765,0.062213387,0.823137,0.11464967
id24383,0.9943463,0.00025009783,0.0054036
id21304,0.9447653,0.0075343368,0.047700357
id12551,0.003453923,0.9959615,0.00058461644
id23274,0.033186015,0.037653964,0.92916
id08117,0.69664407,0.046808116,0.25654787
id23961,0.9983808,0.00073768373,0.00088154606
id13865,0.0010693932,0.9984548,0.0004757477
id22807,0.16420284,0.0073003727,0.8284968
id08951,0.22061464,0.03774429,0.74164104
id18684,0.9951206,0.0017619253,0.0031174275
id25179,0.011772184,0.92731845,0.060909376
id27033,0.98600787,0.0028134377,0.01117873
id13977,0.07745813,0.8919628,0.030579079
id19337,0.0003593189,0.9987484,0.00089218555
id25764,0.0019941323,0.9975447,0.0004611069
id16106,0.09257262,0.028607706,0.8788197
id05468,0.0043656193,0.0010954507,0.99453896
id05241,0.9887932,0.0027657463,0.008441069
id10215,0.62121665,0.13803989,0.24074341
id23457,0.005292651,0.0033048023,0.99140257
id02200,0.99929607,0.0004007031,0.00030323802
id13714,0.18693462,0.7901131,0.022952292
id20332,0.0039803707,0.0005765428,0.9954431
id18573,0.06631824,0.047001943,0.88667977
id08569,0.9989189,0.000786354,0.00029481848
id22767,0.29954216,0.48470023,0.21575755
id25390,0.046280984,0.8950899,0.058629088
id09288,0.9948236,0.0009785576,0.0041978387
id12381,0.99743503,0.00075152784,0.001813518
id02895,0.0030412707,0.004827912,0.9921308
id25270,0.004279526,0.0010243657,0.994696
id14248,0.6266395,0.049783126,0.32357734
id12831,0.89659613,0.009319835,0.094084054
id18305,0.8507755,0.025153546,0.12407098
id07805,0.99873,0.0010403511,0.00022967753
id14027,0.080596864,0.057969946,0.8614332
id02760,0.68371475,0.09858138,0.21770391
id24362,0.989256,0.006101416,0.0046425224
id17065,0.000536056,0.99914825,0.00031565066
id26583,0.0134931635,0.45225117,0.5342557
id19664,0.99726105,0.0023607146,0.00037819805
id25145,0.95329696,0.009297731,0.037405286
id17858,0.0020084945,0.9960265,0.0019649684
id05148,0.2766233,0.29613557,0.4272411
id22928,0.61447835,0.3570035,0.028518185
